Moisture,EC,Soil_Temperature,N,P,K,Soil_Type,N_Class,P_Class,K_Class
45.48,2.89,21.77,81.28,53.22,75.4,Silty,High,Medium,High
15.29,3.09,34.32,86.65,69.28,90.42,Silty,High,High,High
61.78,1.87,24.66,89.94,66.98,77.75,Clay,High,High,High
49.52,1.93,32.57,71.31,29.2,68.07,Silty,High,Low,High
32.17,1.66,21.48,81.3,53.2,66.89,Clay,High,Medium,High
52.19,3.4,33.14,91.93,71.36,82.52,Peaty,High,High,High
23.19,2.59,20.82,81.88,50.0,76.45,Loamy,High,Medium,High
29.16,0.75,27.36,61.82,45.05,59.38,Loamy,Medium,Medium,High
69.22,3.09,23.44,98.45,75.0,91.75,Clay,High,High,High
25.34,1.94,34.46,75.39,61.58,73.62,Loamy,High,High,High
37.9,0.71,23.76,45.12,40.07,46.01,Silty,Medium,Medium,Medium
67.31,2.15,37.4,63.72,59.88,64.92,Sandy,Medium,High,High
54.54,1.75,37.62,84.0,61.0,76.0,Clay,High,High,High
9.35,3.13,22.32,97.74,62.5,83.38,Loamy,High,High,High
15.31,1.11,31.5,60.94,40.19,60.84,Clay,Medium,Medium,High
5.55,2.98,19.93,83.1,53.74,82.49,Clay,High,Medium,High
49.16,2.17,26.61,59.82,63.87,74.7,Sandy,Medium,High,High
36.34,0.66,33.69,60.67,46.49,57.16,Silty,Medium,Medium,High
14.4,3.42,32.51,97.95,60.73,95.0,Clay,High,High,High
72.06,2.04,31.74,81.48,57.14,86.72,Loamy,High,High,High
42.08,1.37,24.22,67.69,57.83,67.86,Peaty,High,High,High
21.93,1.91,26.32,66.97,51.88,74.21,Clay,High,Medium,High
40.04,3.07,20.26,100.0,68.09,95.0,Clay,High,High,High
52.57,1.41,33.82,73.25,48.35,67.38,Sandy,High,Medium,High
10.34,1.08,29.09,47.18,36.11,46.11,Silty,Medium,Medium,Medium
24.23,0.89,33.59,71.96,51.85,44.48,Peaty,High,Medium,Medium
61.49,1.39,23.48,75.13,54.29,67.12,Loamy,High,Medium,High
37.18,2.84,25.14,99.78,67.25,85.94,Peaty,High,High,High
43.26,1.91,25.35,81.44,64.16,79.44,Loamy,High,High,High
35.3,1.18,18.57,62.01,42.31,46.39,Silty,Medium,Medium,Medium
8.07,1.0,25.5,71.19,49.48,61.49,Loamy,High,Medium,High
16.6,1.5,35.67,60.26,47.15,65.78,Sandy,Medium,Medium,High
36.19,3.32,37.74,86.93,70.8,87.45,Sandy,High,High,High
19.64,1.53,29.4,46.29,50.51,60.45,Sandy,Medium,Medium,High
8.5,3.46,28.02,74.86,54.99,78.11,Sandy,High,Medium,High
64.06,1.96,18.68,86.14,51.06,70.51,Peaty,High,Medium,High
73.68,1.04,37.34,69.69,57.52,68.03,Silty,High,High,High
60.52,3.17,18.29,100.0,74.54,93.35,Loamy,High,High,High
64.76,1.88,38.78,76.48,71.35,75.67,Loamy,High,High,High
21.94,2.63,28.76,63.18,48.63,88.87,Sandy,Medium,Medium,High
72.24,3.45,25.52,91.04,59.97,77.42,Sandy,High,High,High
18.78,0.65,38.33,58.04,45.77,56.56,Clay,Medium,Medium,High
71.6,0.79,18.54,55.97,42.08,50.44,Silty,Medium,Medium,Medium
74.64,2.66,30.79,86.93,52.5,88.73,Peaty,High,Medium,High
54.82,1.35,30.08,72.18,62.57,54.77,Loamy,High,High,Medium
73.68,1.05,22.83,84.99,51.54,77.39,Clay,High,Medium,High
44.87,0.62,27.44,67.99,54.09,66.79,Clay,High,Medium,High
23.17,0.57,32.35,56.86,45.42,56.51,Loamy,Medium,Medium,High
35.59,2.82,34.0,88.43,64.39,80.55,Peaty,High,High,High
46.55,0.9,18.02,73.64,43.75,66.77,Clay,High,Medium,High
10.12,1.9,38.61,72.88,58.64,74.4,Clay,High,High,High
48.56,2.32,21.62,75.66,48.58,78.08,Silty,High,Medium,High
73.68,1.79,23.14,86.13,58.11,73.06,Peaty,High,High,High
18.31,0.58,23.8,58.02,57.34,53.39,Clay,Medium,High,Medium
60.48,2.85,18.83,88.37,66.6,91.6,Peaty,High,High,High
68.55,0.53,20.71,74.04,51.42,63.38,Loamy,High,Medium,High
71.06,2.79,39.7,71.67,56.41,81.09,Sandy,High,High,High
72.21,3.18,24.93,100.0,74.75,95.0,Clay,High,High,High
41.5,1.8,20.54,72.71,56.11,65.18,Silty,High,High,High
73.41,2.11,20.35,83.05,62.4,81.94,Loamy,High,High,High
58.01,1.93,33.83,78.76,62.85,84.14,Peaty,High,High,High
16.32,1.67,36.8,66.11,55.06,65.3,Loamy,High,High,High
38.38,3.16,23.65,100.0,70.78,84.37,Clay,High,High,High
55.28,3.18,18.46,100.0,75.0,89.13,Peaty,High,High,High
22.31,1.51,22.91,62.3,49.19,52.75,Sandy,Medium,Medium,Medium
49.84,2.35,19.24,92.75,50.89,71.44,Loamy,High,Medium,High
51.66,3.28,20.27,100.0,59.64,95.0,Clay,High,High,High
16.39,3.39,27.49,96.89,66.83,78.57,Silty,High,High,High
44.56,2.03,23.06,87.27,48.69,59.38,Peaty,High,Medium,High
59.01,1.86,29.35,77.88,61.6,81.05,Loamy,High,High,High
39.92,1.34,23.58,75.97,49.36,61.83,Loamy,High,Medium,High
5.85,3.38,38.69,84.17,54.23,83.54,Sandy,High,Medium,High
5.63,0.93,37.93,43.39,52.52,57.29,Sandy,Medium,Medium,High
29.99,2.24,30.47,69.69,61.55,70.61,Silty,High,High,High
69.83,1.35,25.8,74.45,42.13,49.38,Silty,High,Medium,Medium
21.01,1.34,26.39,70.01,55.9,50.93,Clay,High,High,Medium
49.41,1.71,27.06,82.02,60.94,68.93,Clay,High,High,High
20.55,3.5,34.01,95.62,71.24,83.31,Silty,High,High,High
27.52,0.66,27.94,64.52,45.34,57.8,Silty,Medium,Medium,High
64.36,2.24,36.85,80.29,75.0,82.48,Peaty,High,High,High
56.02,0.75,38.77,49.92,49.96,73.55,Sandy,Medium,Medium,High
11.68,0.96,25.39,63.74,45.86,48.14,Clay,Medium,Medium,Medium
35.01,1.82,30.34,65.22,44.99,64.37,Sandy,High,Medium,High
7.04,2.03,20.09,67.15,39.82,56.93,Sandy,High,Medium,High
38.66,1.28,22.41,58.34,39.37,59.12,Silty,Medium,Medium,High
51.37,1.45,27.1,64.41,56.45,79.48,Peaty,Medium,High,High
13.3,0.76,22.54,68.84,42.5,66.46,Loamy,High,Medium,High
25.22,1.41,37.28,68.17,57.51,65.03,Peaty,High,High,High
32.85,3.4,21.48,95.29,54.1,93.06,Peaty,High,Medium,High
69.37,3.33,28.02,95.62,59.56,88.1,Sandy,High,High,High
74.53,1.5,31.33,87.04,52.36,64.6,Peaty,High,Medium,High
8.14,2.21,33.22,74.07,75.0,74.67,Clay,High,High,High
58.27,3.23,26.43,91.11,62.47,79.83,Sandy,High,High,High
31.02,0.52,37.12,49.49,50.91,57.77,Clay,Medium,Medium,High
32.47,2.93,30.5,90.35,63.89,78.37,Loamy,High,High,High
57.8,3.35,27.67,94.85,75.0,86.01,Sandy,High,High,High
69.29,0.77,19.48,62.57,37.49,63.9,Loamy,Medium,Medium,High
71.57,0.98,28.22,58.63,50.28,63.46,Sandy,Medium,Medium,High
45.4,3.38,36.06,94.4,54.49,88.59,Silty,High,Medium,High
30.0,2.11,31.52,80.21,39.16,84.28,Peaty,High,Medium,High
60.13,0.54,36.31,44.65,44.14,69.67,Silty,Medium,Medium,High
22.57,1.27,28.87,68.16,54.77,59.65,Loamy,High,Medium,High
44.49,1.85,20.61,81.28,47.95,76.66,Peaty,High,Medium,High
30.1,2.58,18.3,77.92,56.32,84.61,Sandy,High,High,High
50.96,2.7,24.67,96.88,63.16,88.82,Peaty,High,High,High
21.83,3.49,33.36,95.91,68.09,95.0,Clay,High,High,High
18.41,1.36,35.39,65.49,63.18,49.96,Peaty,High,High,Medium
69.28,2.11,24.51,83.33,57.7,77.08,Clay,High,High,High
12.13,2.1,28.9,64.25,58.1,66.65,Peaty,Medium,High,High
40.42,1.72,27.26,83.52,42.84,82.06,Clay,High,Medium,High
20.46,1.01,27.03,62.27,49.56,53.51,Loamy,Medium,Medium,Medium
7.73,3.43,23.09,83.61,56.69,78.45,Silty,High,High,High
7.52,3.06,21.0,73.1,45.2,78.62,Sandy,High,Medium,High
17.27,1.99,22.33,79.69,55.84,62.42,Peaty,High,High,High
65.67,2.31,19.22,72.57,50.8,75.41,Silty,High,Medium,High
24.77,1.18,22.36,61.4,58.29,53.88,Sandy,Medium,High,Medium
71.53,2.13,18.2,81.06,35.58,76.74,Sandy,High,Medium,High
45.71,2.58,31.8,82.45,67.38,89.07,Clay,High,High,High
35.56,2.05,24.96,80.92,57.25,77.47,Loamy,High,High,High
45.61,3.47,39.41,100.0,70.62,95.0,Loamy,High,High,High
41.17,2.33,22.26,84.03,50.77,58.89,Silty,High,Medium,High
58.11,1.61,25.61,72.92,57.45,72.32,Loamy,High,High,High
24.77,2.82,25.87,91.34,68.88,79.94,Peaty,High,High,High
29.71,1.01,18.19,57.31,33.43,63.83,Loamy,Medium,Medium,High
67.59,1.65,36.46,60.56,52.07,65.95,Silty,Medium,Medium,High
71.25,1.54,18.7,80.34,47.17,71.49,Loamy,High,Medium,High
67.48,1.8,38.68,80.62,54.27,76.42,Peaty,High,Medium,High
34.36,2.85,37.63,96.46,70.58,81.97,Clay,High,High,High
59.63,1.95,29.78,78.05,61.97,62.06,Silty,High,High,High
38.34,2.88,29.96,97.49,74.41,89.29,Clay,High,High,High
39.83,2.23,32.38,75.24,67.31,86.43,Clay,High,High,High
19.33,1.53,26.52,72.1,58.67,62.36,Clay,High,High,High
46.38,2.93,32.24,87.97,51.08,77.49,Sandy,High,Medium,High
18.03,1.21,18.98,58.1,54.54,57.43,Sandy,Medium,Medium,High
28.21,1.17,19.19,71.72,47.6,68.97,Clay,High,Medium,High
64.85,2.01,28.06,77.27,65.96,72.96,Silty,High,High,High
19.5,1.28,30.09,65.1,39.78,63.86,Peaty,High,Medium,High
9.98,0.53,37.53,37.29,45.19,55.46,Peaty,Medium,Medium,High
9.83,2.44,20.3,89.19,62.45,78.19,Loamy,High,High,High
70.85,2.03,36.1,74.22,61.59,66.43,Silty,High,High,High
40.48,1.84,22.62,71.82,44.83,76.59,Sandy,High,Medium,High
33.66,3.4,26.67,87.99,75.0,93.52,Clay,High,High,High
61.76,2.21,24.97,97.25,51.83,84.15,Loamy,High,Medium,High
63.51,3.09,26.8,90.79,67.05,83.51,Peaty,High,High,High
28.25,0.92,21.31,67.78,47.82,48.68,Sandy,High,Medium,Medium
53.55,2.21,29.08,86.53,73.98,73.42,Sandy,High,High,High
58.98,3.1,35.64,92.21,68.19,80.79,Clay,High,High,High
50.83,2.25,27.71,88.12,58.08,70.62,Peaty,High,High,High
15.61,2.65,28.79,69.33,52.84,66.76,Silty,High,Medium,High
66.31,1.62,36.67,62.14,59.29,57.95,Sandy,Medium,High,High
42.74,0.78,33.53,60.73,58.05,63.19,Clay,Medium,High,High
24.77,1.87,28.79,68.61,60.94,63.25,Silty,High,High,High
34.77,1.68,23.67,75.07,59.15,76.91,Peaty,High,High,High
7.63,3.1,37.47,69.27,56.74,68.37,Sandy,High,High,High
13.95,1.23,30.69,57.02,53.7,56.37,Silty,Medium,Medium,High
58.59,3.4,22.87,93.91,65.29,80.09,Silty,High,High,High
5.0,3.37,23.92,73.97,64.28,66.07,Silty,High,High,High
34.16,1.24,35.67,52.47,57.05,61.5,Sandy,Medium,High,High
41.58,1.54,18.97,74.35,60.77,63.83,Sandy,High,High,High
8.82,3.19,39.83,85.99,63.83,89.42,Loamy,High,High,High
73.12,3.4,20.87,94.17,64.03,83.75,Peaty,High,High,High
20.83,1.83,35.51,80.0,62.15,72.85,Clay,High,High,High
26.29,1.46,26.69,55.22,58.3,62.83,Silty,Medium,High,High
26.28,2.08,28.83,79.39,57.84,79.44,Loamy,High,High,High
21.13,2.56,37.37,84.2,74.23,85.91,Clay,High,High,High
5.1,1.32,27.08,74.41,54.59,66.87,Loamy,High,Medium,High
56.05,2.71,29.82,80.25,59.58,84.83,Sandy,High,High,High
72.68,0.65,19.08,52.38,50.76,55.2,Silty,Medium,Medium,High
20.7,0.65,18.05,59.21,40.93,58.28,Clay,Medium,Medium,High
51.41,1.66,23.39,73.46,58.74,79.59,Clay,High,High,High
56.93,1.56,32.97,77.05,51.6,76.69,Clay,High,Medium,High
64.39,1.45,20.67,91.35,55.45,79.88,Clay,High,High,High
34.58,1.97,20.5,90.42,63.94,79.47,Clay,High,High,High
26.21,1.46,27.04,81.92,58.69,60.56,Loamy,High,High,High
27.77,1.08,32.25,57.18,53.31,46.06,Silty,Medium,Medium,Medium
54.88,1.43,33.67,62.76,55.98,62.51,Sandy,Medium,High,High
62.17,3.42,21.93,88.35,65.3,77.24,Sandy,High,High,High
17.71,1.73,19.75,64.25,36.29,58.57,Sandy,Medium,Medium,High
30.97,1.83,38.69,61.51,53.68,64.55,Sandy,Medium,Medium,High
68.14,2.23,23.73,93.6,63.11,89.08,Loamy,High,High,High
61.47,3.45,36.77,93.58,63.91,95.0,Peaty,High,High,High
73.94,1.22,37.0,64.0,42.54,71.62,Silty,Medium,Medium,High
57.8,2.54,35.0,82.64,75.0,82.92,Clay,High,High,High
32.52,2.65,21.71,88.97,59.12,88.64,Peaty,High,High,High
46.34,2.32,36.08,76.66,61.26,78.6,Sandy,High,High,High
51.27,0.77,34.92,50.77,57.23,63.33,Peaty,Medium,High,High
10.49,2.53,31.13,64.19,47.9,57.35,Silty,Medium,Medium,High
43.11,0.69,25.42,57.29,46.75,68.27,Clay,Medium,Medium,High
54.65,2.29,23.78,89.27,73.67,93.18,Clay,High,High,High
16.71,2.72,20.68,69.95,50.22,71.41,Silty,High,Medium,High
59.64,1.13,29.21,69.78,49.36,60.34,Silty,High,Medium,High
45.86,3.02,30.88,86.34,57.12,76.22,Sandy,High,High,High
71.66,0.59,25.91,72.25,46.96,51.74,Clay,High,Medium,Medium
7.97,3.03,28.46,76.99,69.57,76.16,Peaty,High,High,High
23.57,1.88,26.0,83.18,34.91,81.09,Loamy,High,Medium,High
47.11,1.15,32.1,71.8,51.07,72.85,Loamy,High,Medium,High
25.76,0.9,37.83,46.11,50.66,48.37,Silty,Medium,Medium,Medium
55.01,3.36,21.61,82.94,75.0,79.55,Sandy,High,High,High
58.13,0.72,26.39,64.47,42.01,75.6,Loamy,Medium,Medium,High
12.18,1.1,21.1,63.44,37.06,52.36,Clay,Medium,Medium,Medium
40.97,1.54,31.75,60.91,46.04,57.73,Silty,Medium,Medium,High
40.62,2.36,34.04,77.35,67.65,74.88,Peaty,High,High,High
30.85,2.13,38.5,72.93,59.09,60.08,Silty,High,High,High
70.3,0.88,24.14,52.28,40.51,58.84,Peaty,Medium,Medium,High
62.93,1.37,38.9,71.93,57.67,61.55,Silty,High,High,High
53.8,1.22,19.39,69.8,60.33,52.16,Silty,High,High,Medium
55.0,1.14,31.27,61.6,53.82,69.18,Silty,Medium,Medium,High
37.32,1.73,19.26,74.4,53.52,58.97,Peaty,High,Medium,High
69.47,2.61,37.66,96.07,70.28,84.91,Peaty,High,High,High
53.62,1.15,29.66,60.35,54.37,53.39,Silty,Medium,Medium,Medium
56.03,1.6,32.73,74.1,48.92,70.69,Loamy,High,Medium,High
65.32,1.67,36.29,73.53,55.66,60.91,Sandy,High,High,High
24.19,3.43,21.31,100.0,57.84,80.29,Sandy,High,High,High
61.49,3.36,18.85,88.2,58.58,86.37,Sandy,High,High,High
18.67,2.9,37.34,87.17,69.72,91.53,Peaty,High,High,High
29.17,1.22,24.93,58.77,44.68,56.67,Peaty,Medium,Medium,High
28.49,0.7,20.84,63.62,42.62,66.37,Loamy,Medium,Medium,High
73.5,1.45,28.31,62.08,44.11,58.82,Sandy,Medium,Medium,High
64.96,1.3,31.16,69.7,56.17,60.22,Sandy,High,High,High
54.08,2.02,18.68,74.88,60.68,80.44,Silty,High,High,High
55.89,2.83,24.05,93.56,60.7,95.0,Peaty,High,High,High
44.35,3.07,18.72,96.62,64.84,89.83,Sandy,High,High,High
71.3,3.03,27.25,95.84,67.55,89.25,Loamy,High,High,High
39.74,1.58,37.69,75.55,38.48,73.96,Loamy,High,Medium,High
31.64,2.56,39.62,68.81,60.27,78.45,Sandy,High,High,High
16.41,1.44,32.02,71.66,50.75,65.15,Peaty,High,Medium,High
60.03,0.68,21.56,76.55,50.22,52.59,Loamy,High,Medium,Medium
56.41,2.6,37.93,78.48,66.18,80.65,Silty,High,High,High
31.9,0.53,29.36,43.69,42.23,51.44,Loamy,Medium,Medium,Medium
6.76,1.73,21.38,70.09,63.01,59.59,Clay,High,High,High
63.73,1.49,38.28,91.93,61.83,72.88,Clay,High,High,High
5.8,2.58,34.66,74.76,57.98,77.64,Peaty,High,High,High
54.26,2.8,34.1,91.91,69.03,85.95,Sandy,High,High,High
72.92,1.41,33.6,70.29,59.46,69.4,Peaty,High,High,High
35.64,2.93,22.41,87.67,75.0,81.44,Peaty,High,High,High
21.45,1.38,22.64,71.31,47.42,66.74,Peaty,High,Medium,High
54.34,1.84,33.14,80.74,62.64,73.96,Peaty,High,High,High
62.2,2.68,22.83,90.62,54.09,80.75,Silty,High,Medium,High
43.25,2.58,27.65,79.61,65.77,75.41,Silty,High,High,High
72.69,3.46,35.2,100.0,75.0,95.0,Loamy,High,High,High
8.62,1.18,35.25,69.38,49.85,54.91,Clay,High,Medium,Medium
40.34,2.49,27.97,91.56,53.76,79.13,Peaty,High,Medium,High
55.29,2.33,35.43,81.72,54.4,91.35,Loamy,High,Medium,High
65.38,3.25,36.45,100.0,75.0,95.0,Clay,High,High,High
17.55,0.97,32.41,45.76,34.54,45.15,Sandy,Medium,Medium,Medium
61.0,2.76,23.03,85.37,70.98,89.17,Silty,High,High,High
43.69,2.2,24.03,86.04,49.74,83.21,Clay,High,Medium,High
32.76,1.32,24.93,52.36,45.83,61.59,Sandy,Medium,Medium,High
14.22,1.92,20.57,68.12,46.13,74.89,Clay,High,Medium,High
65.57,1.5,24.01,76.33,53.14,56.64,Silty,High,Medium,High
16.01,2.24,22.61,66.7,51.66,70.28,Silty,High,Medium,High
26.69,3.17,28.02,92.31,68.1,95.0,Loamy,High,High,High
25.3,2.21,37.99,71.39,48.33,71.09,Peaty,High,Medium,High
66.0,2.4,20.3,93.13,56.4,69.63,Clay,High,High,High
52.09,2.06,33.85,81.3,71.04,81.95,Clay,High,High,High
60.77,0.65,33.12,59.67,54.2,54.01,Sandy,Medium,Medium,Medium
22.53,1.2,20.11,54.23,24.3,42.87,Silty,Medium,Low,Medium
48.74,1.98,38.3,91.89,66.91,82.95,Clay,High,High,High
45.02,1.43,30.51,69.69,43.95,65.47,Silty,High,Medium,High
63.3,1.05,26.0,70.77,50.27,57.16,Clay,High,Medium,High
68.43,2.01,34.64,85.39,62.2,92.57,Loamy,High,High,High
5.85,1.47,23.66,67.96,60.63,65.26,Peaty,High,High,High
52.18,1.27,33.26,78.35,49.43,56.6,Clay,High,Medium,High
8.63,1.89,18.87,71.1,35.68,65.52,Silty,High,Medium,High
43.42,0.9,36.47,63.78,57.7,67.99,Loamy,Medium,High,High
25.13,3.28,27.86,92.62,66.07,95.0,Clay,High,High,High
26.47,3.1,32.01,84.94,70.74,73.71,Sandy,High,High,High
29.71,2.62,22.87,84.4,55.78,83.24,Peaty,High,High,High
48.49,0.82,32.9,49.46,63.79,62.04,Clay,Medium,High,High
28.38,2.83,34.99,90.19,65.01,79.37,Loamy,High,High,High
56.29,2.92,28.41,80.29,66.41,73.68,Sandy,High,High,High
33.32,2.8,31.59,86.38,75.0,69.78,Loamy,High,High,High
9.78,0.84,28.04,57.67,45.37,58.98,Loamy,Medium,Medium,High
59.86,2.43,37.67,66.94,70.86,74.07,Sandy,High,High,High
25.0,3.0,28.95,91.91,58.65,64.69,Loamy,High,High,High
35.29,2.23,36.52,67.34,59.62,70.2,Sandy,High,High,High
52.98,2.44,35.63,84.32,55.06,92.58,Clay,High,High,High
28.27,1.88,27.03,65.23,47.17,53.45,Sandy,High,Medium,Medium
8.96,2.09,23.06,55.23,40.47,56.55,Sandy,Medium,Medium,High
31.17,0.6,26.93,56.76,56.24,57.01,Peaty,Medium,High,High
71.11,2.42,36.18,81.23,75.0,59.31,Sandy,High,High,High
49.92,0.74,23.01,55.4,41.87,47.7,Sandy,Medium,Medium,Medium
52.0,1.81,29.54,86.41,53.87,77.98,Clay,High,Medium,High
49.26,1.38,35.73,75.7,46.48,63.67,Peaty,High,Medium,High
18.93,2.14,25.78,68.8,54.34,56.44,Silty,High,Medium,High
34.28,0.9,32.13,71.55,47.86,53.67,Clay,High,Medium,Medium
57.57,2.57,23.4,94.52,59.42,73.32,Clay,High,High,High
12.1,2.89,20.4,75.75,67.65,68.16,Silty,High,High,High
24.45,0.99,35.48,47.4,45.31,60.23,Sandy,Medium,Medium,High
24.34,0.81,20.18,63.17,50.2,72.15,Loamy,Medium,Medium,High
35.24,0.94,23.97,68.97,48.61,58.29,Peaty,High,Medium,High
73.63,3.13,36.81,99.94,62.17,95.0,Loamy,High,High,High
9.73,2.08,25.62,62.88,35.95,56.91,Silty,Medium,Medium,High
41.31,1.9,39.41,87.63,66.78,62.26,Clay,High,High,High
17.56,0.82,39.55,50.58,66.36,73.24,Clay,Medium,High,High
72.95,2.45,23.9,86.88,65.49,77.81,Peaty,High,High,High
12.93,3.1,18.9,100.0,65.47,88.53,Clay,High,High,High
33.25,2.98,33.51,100.0,59.98,88.84,Clay,High,High,High
56.65,2.38,27.92,88.95,70.06,86.36,Peaty,High,High,High
54.32,0.73,20.22,65.21,55.75,64.35,Peaty,High,High,High
34.59,0.84,33.57,50.07,42.42,55.5,Silty,Medium,Medium,High
29.26,0.65,18.69,66.71,50.02,58.91,Clay,High,Medium,High
32.83,1.27,37.14,69.71,42.66,76.1,Clay,High,Medium,High
23.5,0.91,21.05,49.04,48.55,47.62,Silty,Medium,Medium,Medium
19.37,1.28,20.8,54.36,39.33,63.83,Sandy,Medium,Medium,High
38.81,1.66,21.86,59.64,39.35,55.63,Sandy,Medium,Medium,High
23.8,3.33,39.13,82.36,68.01,82.23,Sandy,High,High,High
25.12,2.33,33.25,72.51,42.73,74.56,Silty,High,Medium,High
50.97,3.0,35.63,100.0,72.96,79.62,Clay,High,High,High
72.8,2.63,26.75,82.26,53.33,89.44,Silty,High,Medium,High
47.25,0.84,25.4,54.81,35.89,57.33,Silty,Medium,Medium,High
10.39,2.71,23.16,82.05,53.84,92.4,Sandy,High,Medium,High
10.29,1.33,28.57,75.35,48.87,75.79,Loamy,High,Medium,High
71.6,2.42,30.14,96.67,75.0,85.94,Clay,High,High,High
25.81,1.52,31.9,56.88,39.94,71.34,Sandy,Medium,Medium,High
11.44,3.49,23.66,93.97,74.41,92.67,Loamy,High,High,High
46.93,1.29,38.87,57.29,48.91,69.77,Loamy,Medium,Medium,High
48.66,1.34,21.73,65.53,59.1,52.88,Peaty,High,High,Medium
50.4,3.29,39.24,100.0,75.0,85.09,Clay,High,High,High
23.72,0.57,18.33,57.36,45.73,52.33,Loamy,Medium,Medium,Medium
6.06,2.59,28.58,74.58,47.62,64.73,Sandy,High,Medium,High
72.55,2.68,25.33,92.58,52.79,86.5,Peaty,High,Medium,High
22.56,3.01,27.88,89.6,48.51,95.0,Clay,High,Medium,High
52.32,3.42,30.55,94.7,75.0,93.02,Silty,High,High,High
54.46,3.43,27.58,100.0,62.72,80.52,Sandy,High,High,High
47.7,0.7,27.13,60.66,41.11,65.43,Loamy,Medium,Medium,High
26.9,2.97,34.12,90.58,56.19,78.16,Loamy,High,High,High
23.98,2.44,33.09,75.99,57.99,61.87,Sandy,High,High,High
46.84,2.44,36.33,81.93,61.78,84.29,Loamy,High,High,High
65.63,0.89,23.5,74.94,35.96,56.18,Peaty,High,Medium,High
71.27,2.45,31.41,84.49,74.33,82.1,Clay,High,High,High
12.41,3.45,30.87,90.29,67.62,93.19,Peaty,High,High,High
15.84,3.24,26.13,91.5,75.0,89.33,Loamy,High,High,High
71.13,1.82,28.69,74.39,66.46,67.42,Silty,High,High,High
56.56,0.62,24.9,54.74,26.13,49.69,Clay,Medium,Low,Medium
66.81,1.59,21.12,91.19,68.74,68.48,Clay,High,High,High
19.18,2.98,22.7,82.55,65.77,87.41,Sandy,High,High,High
46.13,2.6,20.32,86.81,50.07,79.66,Sandy,High,Medium,High
54.08,1.88,33.03,80.0,53.76,78.95,Silty,High,Medium,High
52.61,0.67,32.54,60.38,56.72,64.19,Clay,Medium,High,High
33.57,1.78,38.91,48.98,48.04,63.33,Silty,Medium,Medium,High
6.08,1.91,34.05,66.75,49.27,67.25,Sandy,High,Medium,High
45.8,3.29,19.15,88.3,68.14,89.85,Sandy,High,High,High
22.72,2.42,37.45,76.7,67.65,76.71,Clay,High,High,High
36.52,1.43,36.98,70.42,50.95,61.6,Peaty,High,Medium,High
72.03,2.08,27.75,100.0,70.66,68.77,Loamy,High,High,High
32.93,0.7,30.89,47.46,47.53,44.58,Sandy,Medium,Medium,Medium
63.79,3.42,39.47,96.38,72.46,93.51,Sandy,High,High,High
18.2,1.58,29.71,61.41,48.41,60.12,Peaty,Medium,Medium,High
52.07,1.93,37.92,66.56,61.82,81.65,Peaty,High,High,High
73.39,1.57,19.83,77.72,46.6,79.49,Silty,High,Medium,High
12.13,2.55,22.2,78.01,37.43,69.02,Silty,High,Medium,High
5.58,2.49,27.7,77.68,55.03,74.3,Loamy,High,High,High
35.35,2.65,30.86,97.65,62.06,85.21,Loamy,High,High,High
11.48,1.3,35.96,55.22,55.13,60.56,Clay,Medium,High,High
57.39,1.45,39.74,55.9,66.73,60.94,Silty,Medium,High,High
69.02,0.88,26.55,54.85,43.91,52.21,Sandy,Medium,Medium,Medium
35.38,2.47,19.04,76.31,51.14,62.76,Silty,High,Medium,High
23.11,0.62,35.63,52.97,51.18,54.47,Sandy,Medium,Medium,Medium
35.41,2.29,31.3,80.57,53.98,72.31,Peaty,High,Medium,High
55.64,3.11,22.37,89.4,63.28,89.97,Silty,High,High,High
5.63,3.17,28.89,80.41,58.29,85.24,Peaty,High,High,High
46.26,1.85,34.33,83.71,58.18,73.81,Loamy,High,High,High
47.93,1.88,34.95,70.97,66.82,80.37,Loamy,High,High,High
49.64,0.73,28.99,58.36,49.29,55.5,Clay,Medium,Medium,High
21.94,2.51,24.71,73.04,61.09,64.88,Silty,High,High,High
54.98,2.96,39.42,92.59,54.13,93.3,Peaty,High,Medium,High
11.4,1.23,32.59,47.21,35.33,37.94,Sandy,Medium,Medium,Medium
18.95,1.76,26.98,76.94,35.17,67.64,Loamy,High,Medium,High
66.42,3.02,24.17,98.08,57.62,93.45,Loamy,High,High,High
56.71,3.13,34.08,92.8,75.0,92.51,Sandy,High,High,High
5.96,1.23,23.33,64.55,46.3,67.68,Peaty,Medium,Medium,High
22.39,2.15,21.78,88.76,48.37,69.5,Peaty,High,Medium,High
20.01,1.08,29.66,50.83,52.77,58.97,Silty,Medium,Medium,High
23.96,0.81,24.38,56.53,50.68,44.3,Silty,Medium,Medium,Medium
22.33,3.23,31.84,85.53,57.24,85.7,Clay,High,High,High
9.38,2.96,20.59,100.0,75.0,89.02,Loamy,High,High,High
37.13,2.78,32.41,85.07,63.31,76.96,Silty,High,High,High
56.29,0.65,24.23,60.27,52.05,58.84,Peaty,Medium,Medium,High
47.47,3.03,18.01,85.37,62.19,70.61,Sandy,High,High,High
52.1,1.81,20.79,77.26,59.03,73.57,Peaty,High,High,High
10.68,1.53,38.54,76.32,50.18,70.8,Loamy,High,Medium,High
71.6,2.14,37.08,88.72,75.0,85.46,Peaty,High,High,High
63.69,0.77,23.14,67.78,49.92,55.21,Clay,High,Medium,High
61.36,2.77,35.12,85.49,75.0,94.54,Loamy,High,High,High
